"","palabra","sentimiento","lexicon","valor"
"705","aniquilado","Tristeza","nrc",NA
"706","aniquilar","Enojo","nrc",NA
"707","aniquilar","Miedo","nrc",NA
"708","aniquilar","Negativo","nrc",NA
"709","aniversario","Alegría","nrc",NA
"710","aniversario","Asombro","nrc",NA
"711","aniversario","Positivo","nrc",NA
"712","anomalía","Asombro","nrc",NA
"713","anomalía","Miedo","nrc",NA
"714","anomalía","Negativo","nrc",NA
"715","anónimo","Negativo","nrc",NA
"716","anormal","Rechazo","nrc",NA
"717","anormal","Negativo","nrc",NA
"718","ansia","Anticipación","nrc",NA
"719","ansiedad","Enojo","nrc",NA
"720","ansiedad","Miedo","nrc",NA
"721","ansiedad","Negativo","nrc",NA
"722","ansiedad","Anticipación","nrc",NA
"723","ansiedad","Tristeza","nrc",NA
"724","ansioso","Alegría","nrc",NA
"725","ansioso","Asombro","nrc",NA
"726","ansioso","Confianza","nrc",NA
"727","ansioso","Miedo","nrc",NA
"728","ansioso","Negativo","nrc",NA
"729","ansioso","Positivo","nrc",NA
"730","ansioso","Anticipación","nrc",NA
"731","antagónico","Rechazo","nrc",NA
"732","antagónico","Enojo","nrc",NA
"733","antagónico","Negativo","nrc",NA
"734","antagonismo","Enojo","nrc",NA
"735","antagonismo","Negativo","nrc",NA
"736","antagonista","Enojo","nrc",NA
"737","antagonista","Negativo","nrc",NA
"738","antebrazo","Enojo","nrc",NA
"739","antebrazo","Anticipación","nrc",NA
"740","antepasados","Alegría","nrc",NA
"741","antepasados","Confianza","nrc",NA
"742","antepasados","Positivo","nrc",NA
"743","antibióticos","Positivo","nrc",NA
"744","anticipación","Anticipación","nrc",NA
"745","anticipado","Anticipación","nrc",NA
"746","anticristo","Rechazo","nrc",NA
"747","anticristo","Enojo","nrc",NA
"748","anticristo","Miedo","nrc",NA
"749","anticristo","Negativo","nrc",NA
"750","anticuado","Negativo","nrc",NA
"751","antídoto","Confianza","nrc",NA
"752","antídoto","Positivo","nrc",NA
"753","antídoto","Anticipación","nrc",NA
"754","antifúngico","Confianza","nrc",NA
"755","antifúngico","Positivo","nrc",NA
"756","antigüedad","Confianza","nrc",NA
"757","antigüedad","Positivo","nrc",NA
"758","antiguo","Negativo","nrc",NA
"759","antinatural","Rechazo","nrc",NA
"760","antinatural","Miedo","nrc",NA
"761","antinatural","Negativo","nrc",NA
"762","antipatía","Rechazo","nrc",NA
"763","antipatía","Enojo","nrc",NA
"764","antipatía","Negativo","nrc",NA
"765","antipático","Rechazo","nrc",NA
"766","antipático","Enojo","nrc",NA
"767","antipático","Miedo","nrc",NA
"768","antipático","Negativo","nrc",NA
"769","antipático","Tristeza","nrc",NA
"770","antiséptico","Confianza","nrc",NA
"771","antiséptico","Positivo","nrc",NA
"772","antisocial","Rechazo","nrc",NA
"773","antisocial","Enojo","nrc",NA
"774","antisocial","Miedo","nrc",NA
"775","antisocial","Negativo","nrc",NA
"776","antisocial","Tristeza","nrc",NA
"777","antítesis","Enojo","nrc",NA
"778","antítesis","Negativo","nrc",NA
"779","ántrax","Rechazo","nrc",NA
"780","ántrax","Miedo","nrc",NA
"781","ántrax","Negativo","nrc",NA
"782","ántrax","Tristeza","nrc",NA
"783","anudado","Negativo","nrc",NA
"784","anulación","Negativo","nrc",NA
"785","anulación","Tristeza","nrc",NA
"786","anulado","Rechazo","nrc",NA
"787","anulado","Enojo","nrc",NA
"788","anulado","Miedo","nrc",NA
"789","anulado","Negativo","nrc",NA
"790","anulado","Tristeza","nrc",NA
"791","anular","Asombro","nrc",NA
"792","anular","Miedo","nrc",NA
"793","anular","Negativo","nrc",NA
"794","anuncio","Anticipación","nrc",NA
"795","apache","Miedo","nrc",NA
"796","apache","Negativo","nrc",NA
"797","apaciguar","Positivo","nrc",NA
"798","apalancamiento","Positivo","nrc",NA
"799","apalear","Enojo","nrc",NA
"800","apalear","Miedo","nrc",NA
"801","apalear","Negativo","nrc",NA
"802","aparentemente","Negativo","nrc",NA
"803","aparición","Asombro","nrc",NA
"804","aparición","Miedo","nrc",NA
"805","apasionado","Alegría","nrc",NA
"806","apasionado","Confianza","nrc",NA
"807","apasionado","Positivo","nrc",NA
"808","apasionado","Anticipación","nrc",NA
"809","apatía","Negativo","nrc",NA
"810","apatía","Tristeza","nrc",NA
"811","apático","Negativo","nrc",NA
"812","apático","Tristeza","nrc",NA
"813","apelación","Anticipación","nrc",NA
"814","apenas","Negativo","nrc",NA
"815","apenas","Tristeza","nrc",NA
"816","apendicitis","Miedo","nrc",NA
"817","apendicitis","Negativo","nrc",NA
"818","apendicitis","Tristeza","nrc",NA
"819","aplacar","Positivo","nrc",NA
"820","aplastado","Rechazo","nrc",NA
"821","aplastado","Enojo","nrc",NA
"822","aplastado","Miedo","nrc",NA
"823","aplastado","Negativo","nrc",NA
"824","aplastado","Tristeza","nrc",NA
"825","aplastante","Rechazo","nrc",NA
"826","aplastante","Enojo","nrc",NA
"827","aplastante","Miedo","nrc",NA
"828","aplastante","Negativo","nrc",NA
"829","aplastar","Rechazo","nrc",NA
"830","aplastar","Enojo","nrc",NA
"831","aplastar","Negativo","nrc",NA
"832","aplaudir","Alegría","nrc",NA
"833","aplaudir","Confianza","nrc",NA
"834","aplaudir","Positivo","nrc",NA
"835","aplaudir","Anticipación","nrc",NA
"836","aplausos","Alegría","nrc",NA
"837","aplausos","Asombro","nrc",NA
"838","aplausos","Confianza","nrc",NA
"839","aplausos","Positivo","nrc",NA
"840","aplazamiento","Asombro","nrc",NA
"841","aplazamiento","Negativo","nrc",NA
"842","aplazar","Negativo","nrc",NA
"843","aplicación","Negativo","nrc",NA
"844","aplomo","Positivo","nrc",NA
"845","apoderado","Confianza","nrc",NA
"846","apogeo","Alegría","nrc",NA
"847","apogeo","Confianza","nrc",NA
"848","apogeo","Positivo","nrc",NA
"849","apogeo","Anticipación","nrc",NA
"850","apologético","Confianza","nrc",NA
"851","apologético","Positivo","nrc",NA
"852","apóstol","Confianza","nrc",NA
"853","apóstol","Positivo","nrc",NA
"854","apostólico","Confianza","nrc",NA
"855","apoyado","Positivo","nrc",NA
"856","apoyo","Confianza","nrc",NA
"857","apoyo","Positivo","nrc",NA
"858","apreciación","Alegría","nrc",NA
"859","apreciación","Confianza","nrc",NA
"860","apreciación","Positivo","nrc",NA
"861","apreciar","Alegría","nrc",NA
"862","apreciar","Asombro","nrc",NA
"863","apreciar","Confianza","nrc",NA
"864","apreciar","Positivo","nrc",NA
"865","apreciar","Anticipación","nrc",NA
"866","aprehender","Miedo","nrc",NA
"867","aprender","Positivo","nrc",NA
"868","aprendiz","Confianza","nrc",NA
"869","aprendizaje","Positivo","nrc",NA
"870","aprensión","Miedo","nrc",NA
"871","aprensión","Negativo","nrc",NA
"872","aprensivo","Rechazo","nrc",NA
"873","aprensivo","Miedo","nrc",NA
"874","aprensivo","Negativo","nrc",NA
"875","aprensivo","Anticipación","nrc",NA
"876","apresador","Miedo","nrc",NA
"877","apresador","Negativo","nrc",NA
"878","apresurado","Negativo","nrc",NA
"879","apresurado","Anticipación","nrc",NA
"880","apretar","Enojo","nrc",NA
"881","aprobación","Confianza","nrc",NA
"882","aprobación","Positivo","nrc",NA
"883","aprobar","Alegría","nrc",NA
"884","aprobar","Confianza","nrc",NA
"885","aprobar","Positivo","nrc",NA
"886","apropiación","Negativo","nrc",NA
"887","apropiado","Positivo","nrc",NA
"888","aprovechar","Miedo","nrc",NA
"889","aprovechar","Negativo","nrc",NA
"890","aptitud","Positivo","nrc",NA
"891","apto","Positivo","nrc",NA
"892","apuesto","Positivo","nrc",NA
"893","araña","Rechazo","nrc",NA
"894","araña","Miedo","nrc",NA
"895","arbitraje","Anticipación","nrc",NA
"896","árbitro","Confianza","nrc",NA
"897","árbitro","Positivo","nrc",NA
"898","árbol","Alegría","nrc",NA
"899","árbol","Asombro","nrc",NA
"900","árbol","Confianza","nrc",NA
"901","árbol","Rechazo","nrc",NA
"902","árbol","Enojo","nrc",NA
"903","árbol","Positivo","nrc",NA
"904","árbol","Anticipación","nrc",NA
"905","arcada","Negativo","nrc",NA
"906","arcaico","Negativo","nrc",NA
"907","archivado","Negativo","nrc",NA
"908","ardid","Negativo","nrc",NA
"909","ardiente","Alegría","nrc",NA
"910","ardiente","Positivo","nrc",NA
"911","ardiente","Anticipación","nrc",NA
"912","ardor","Positivo","nrc",NA
"913","arduo","Negativo","nrc",NA
"914","arena","Confianza","nrc",NA
"915","arena","Positivo","nrc",NA
"916","argolla","Rechazo","nrc",NA
"917","argolla","Enojo","nrc",NA
"918","argolla","Miedo","nrc",NA
"919","argolla","Negativo","nrc",NA
"920","argolla","Anticipación","nrc",NA
"921","argolla","Tristeza","nrc",NA
"922","argumentación","Enojo","nrc",NA
"923","argumentar","Enojo","nrc",NA
"924","argumentar","Negativo","nrc",NA
"925","argumento","Enojo","nrc",NA
"926","argumento","Negativo","nrc",NA
"927","argumentos","Enojo","nrc",NA
"928","árido","Negativo","nrc",NA
"929","árido","Tristeza","nrc",NA
"930","ariete","Enojo","nrc",NA
"931","ariete","Negativo","nrc",NA
"932","ariete","Anticipación","nrc",NA
"933","aristocracia","Positivo","nrc",NA
"934","aristocrático","Positivo","nrc",NA
"935","armado","Enojo","nrc",NA
"936","armado","Miedo","nrc",NA
"937","armado","Negativo","nrc",NA
"938","armado","Positivo","nrc",NA
"939","armadura","Confianza","nrc",NA
"940","armadura","Miedo","nrc",NA
"941","armadura","Positivo","nrc",NA
"942","armamento","Enojo","nrc",NA
"943","armamento","Miedo","nrc",NA
"944","armamento","Negativo","nrc",NA
"945","armería","Confianza","nrc",NA
"946","armonía","Alegría","nrc",NA
"947","armonía","Confianza","nrc",NA
"948","armonía","Positivo","nrc",NA
"949","armoniosamente","Alegría","nrc",NA
"950","armoniosamente","Confianza","nrc",NA
"951","armoniosamente","Positivo","nrc",NA
"952","aroma","Positivo","nrc",NA
"953","arqueología","Positivo","nrc",NA
"954","arqueología","Anticipación","nrc",NA
"955","arquitectura","Confianza","nrc",NA
"956","arraigado","Confianza","nrc",NA
"957","arraigado","Positivo","nrc",NA
"958","arrastrarse","Negativo","nrc",NA
"959","arrepentido","Negativo","nrc",NA
"960","arrepentido","Tristeza","nrc",NA
"961","arrepentimiento","Miedo","nrc",NA
"962","arrepentimiento","Positivo","nrc",NA
"963","arrepentirse","Miedo","nrc",NA
"964","arrepentirse","Positivo","nrc",NA
"965","arrestar","Negativo","nrc",NA
"966","arriesgado","Miedo","nrc",NA
"967","arriesgado","Negativo","nrc",NA
"968","arriesgado","Anticipación","nrc",NA
"969","arrogancia","Negativo","nrc",NA
"970","arrogante","Rechazo","nrc",NA
"971","arrogante","Enojo","nrc",NA
"972","arrogante","Negativo","nrc",NA
"973","arrojar","Rechazo","nrc",NA
"974","arrugado","Tristeza","nrc",NA
"975","arruinada","Rechazo","nrc",NA
"976","arruinada","Negativo","nrc",NA
"977","arruinada","Tristeza","nrc",NA
"978","arruinado","Rechazo","nrc",NA
"979","arruinado","Enojo","nrc",NA
"980","arruinado","Miedo","nrc",NA
"981","arruinado","Negativo","nrc",NA
"982","arruinado","Tristeza","nrc",NA
"983","arsénico","Rechazo","nrc",NA
"984","arsénico","Miedo","nrc",NA
"985","arsénico","Negativo","nrc",NA
"986","arsénico","Tristeza","nrc",NA
"987","arte","Alegría","nrc",NA
"988","arte","Asombro","nrc",NA
"989","arte","Positivo","nrc",NA
"990","arte","Anticipación","nrc",NA
"991","arte","Tristeza","nrc",NA
"992","artesano","Positivo","nrc",NA
"993","articulación","Positivo","nrc",NA
"994","articular","Positivo","nrc",NA
"995","artillería","Miedo","nrc",NA
"996","artillería","Negativo","nrc",NA
"997","artista","Positivo","nrc",NA
"998","artístico","Positivo","nrc",NA
"999","as","Positivo","nrc",NA
"1000","asador","Rechazo","nrc",NA
"1001","asalto","Enojo","nrc",NA
"1002","asalto","Miedo","nrc",NA
"1003","asalto","Negativo","nrc",NA
"1004","asar","Enojo","nrc",NA
"1005","asar","Negativo","nrc",NA
"1006","ascendiente","Positivo","nrc",NA
"1007","ascenso","Positivo","nrc",NA
"1008","asco","Rechazo","nrc",NA
"1009","asco","Enojo","nrc",NA
"1010","asco","Miedo","nrc",NA
"1011","asco","Negativo","nrc",NA
"1012","asco","Tristeza","nrc",NA
"1013","asegurado","Confianza","nrc",NA
"1014","asegurado","Positivo","nrc",NA
"1015","asegurar","Confianza","nrc",NA
"1016","asegurar","Positivo","nrc",NA
"1017","asentimiento","Positivo","nrc",NA
"1018","asequible","Alegría","nrc",NA
"1019","asequible","Positivo","nrc",NA
"1020","asesinar","Enojo","nrc",NA
"1021","asesinar","Miedo","nrc",NA
"1022","asesinar","Negativo","nrc",NA
"1023","asesinato","Asombro","nrc",NA
"1024","asesinato","Rechazo","nrc",NA
"1025","asesinato","Enojo","nrc",NA
"1026","asesinato","Miedo","nrc",NA
"1027","asesinato","Negativo","nrc",NA
"1028","asesinato","Tristeza","nrc",NA
"1029","asesino","Asombro","nrc",NA
"1030","asesino","Rechazo","nrc",NA
"1031","asesino","Enojo","nrc",NA
"1032","asesino","Miedo","nrc",NA
"1033","asesino","Negativo","nrc",NA
"1034","asesino","Tristeza","nrc",NA
"1035","asesor","Confianza","nrc",NA
"1036","asesor","Positivo","nrc",NA
"1037","asesoramiento","Confianza","nrc",NA
"1038","asesorar","Confianza","nrc",NA
"1039","asesorar","Positivo","nrc",NA
"1040","asfixia","Enojo","nrc",NA
"1041","asfixia","Miedo","nrc",NA
"1042","asfixia","Negativo","nrc",NA
"1043","asilo","Miedo","nrc",NA
"1044","asilo","Negativo","nrc",NA
"1045","asimetría","Rechazo","nrc",NA
"1046","asistencia","Positivo","nrc",NA
"1047","asistencia","Anticipación","nrc",NA
"1048","asistente","Confianza","nrc",NA
"1049","asistente","Positivo","nrc",NA
"1050","asociación","Confianza","nrc",NA
"1051","asociación","Positivo","nrc",NA
"1052","asociado","Confianza","nrc",NA
"1053","asociado","Positivo","nrc",NA
"1054","asombrar","Asombro","nrc",NA
"1055","asombro","Alegría","nrc",NA
"1056","asombro","Asombro","nrc",NA
"1057","asombro","Positivo","nrc",NA
"1058","asombrosamente","Asombro","nrc",NA
"1059","asombrosamente","Positivo","nrc",NA
"1060","asombrosamente","Anticipación","nrc",NA
"1061","asombroso","Negativo","nrc",NA
"1062","aspereza","Negativo","nrc",NA
"1063","áspid","Miedo","nrc",NA
"1064","aspiración","Alegría","nrc",NA
"1065","aspiración","Asombro","nrc",NA
"1066","aspiración","Confianza","nrc",NA
"1067","aspiración","Positivo","nrc",NA
"1068","aspiración","Anticipación","nrc",NA
"1069","aspirar","Alegría","nrc",NA
"1070","aspirar","Positivo","nrc",NA
"1071","aspirar","Anticipación","nrc",NA
"1072","asqueroso","Rechazo","nrc",NA
"1073","asqueroso","Enojo","nrc",NA
"1074","asqueroso","Miedo","nrc",NA
"1075","asqueroso","Negativo","nrc",NA
"1076","astilla","Negativo","nrc",NA
"1077","astringente","Negativo","nrc",NA
"1078","astrólogo","Positivo","nrc",NA
"1079","astrólogo","Anticipación","nrc",NA
"1080","astronauta","Positivo","nrc",NA
"1081","astrónomo","Positivo","nrc",NA
"1082","astrónomo","Anticipación","nrc",NA
"1083","astucia","Negativo","nrc",NA
"1084","astucia","Positivo","nrc",NA
"1085","astuto","Rechazo","nrc",NA
"1086","astuto","Enojo","nrc",NA
"1087","astuto","Miedo","nrc",NA
"1088","astuto","Negativo","nrc",NA
"1089","astuto","Positivo","nrc",NA
"1090","asustado","Asombro","nrc",NA
"1091","asustado","Miedo","nrc",NA
"1092","asustado","Negativo","nrc",NA
"1093","asustar","Asombro","nrc",NA
"1094","asustar","Miedo","nrc",NA
"1095","asustar","Negativo","nrc",NA
"1096","asustar","Tristeza","nrc",NA
"1097","atacar","Asombro","nrc",NA
"1098","atacar","Rechazo","nrc",NA
"1099","atacar","Enojo","nrc",NA
"1100","atacar","Miedo","nrc",NA
"1101","atacar","Negativo","nrc",NA
"1102","atacar","Tristeza","nrc",NA
"1103","atadura","Negativo","nrc",NA
"1104","ataque","Enojo","nrc",NA
"1105","ataque","Miedo","nrc",NA
"1106","ataque","Negativo","nrc",NA
"1107","ataques","Enojo","nrc",NA
"1108","ataques","Negativo","nrc",NA
"1109","ataúd","Miedo","nrc",NA
"1110","ataúd","Negativo","nrc",NA
"1111","ataúd","Tristeza","nrc",NA
"1112","ateísmo","Negativo","nrc",NA
"1113","atención","Positivo","nrc",NA
"1114","atento","Confianza","nrc",NA
"1115","atento","Positivo","nrc",NA
"1116","atenuación","Negativo","nrc",NA
"1117","atenuación","Tristeza","nrc",NA
"1118","atenuada","Negativo","nrc",NA
"1119","aterciopelado","Positivo","nrc",NA
"1120","aterosclerosis","Miedo","nrc",NA
"1121","aterosclerosis","Negativo","nrc",NA
"1122","aterosclerosis","Tristeza","nrc",NA
"1123","aterrizado","Positivo","nrc",NA
"1124","aterrorizar","Enojo","nrc",NA
"1125","aterrorizar","Miedo","nrc",NA
"1126","aterrorizar","Negativo","nrc",NA
"1127","aterrorizar","Tristeza","nrc",NA
"1128","atestación","Confianza","nrc",NA
"1129","atestiguar","Confianza","nrc",NA
"1130","atestiguar","Positivo","nrc",NA
"1131","atleta","Positivo","nrc",NA
"1132","atlético","Positivo","nrc",NA
"1133","átomo","Positivo","nrc",NA
"1134","atracado","Negativo","nrc",NA
"1135","atracción","Positivo","nrc",NA
"1136","atractivo","Alegría","nrc",NA
"1137","atractivo","Asombro","nrc",NA
"1138","atractivo","Confianza","nrc",NA
"1139","atractivo","Positivo","nrc",NA
"1140","atractivo","Anticipación","nrc",NA
"1141","atrasado","Asombro","nrc",NA
"1142","atrasado","Negativo","nrc",NA
"1143","atrasado","Anticipación","nrc",NA
"1144","atrasado","Tristeza","nrc",NA
"1145","atrasos","Negativo","nrc",NA
"1146","atreverse","Confianza","nrc",NA
"1147","atreverse","Anticipación","nrc",NA
"1148","atrevido","Positivo","nrc",NA
"1149","atrocidad","Rechazo","nrc",NA
"1150","atrocidad","Enojo","nrc",NA
"1151","atrocidad","Miedo","nrc",NA
"1152","atrocidad","Negativo","nrc",NA
"1153","atrocidad","Tristeza","nrc",NA
"1154","atrofia","Rechazo","nrc",NA
"1155","atrofia","Miedo","nrc",NA
"1156","atrofia","Negativo","nrc",NA
"1157","atrofia","Tristeza","nrc",NA
"1158","atropello","Rechazo","nrc",NA
"1159","atropello","Enojo","nrc",NA
"1160","atropello","Negativo","nrc",NA
"1161","atroz","Rechazo","nrc",NA
"1162","atroz","Enojo","nrc",NA
"1163","atroz","Negativo","nrc",NA
"1164","aturdida","Negativo","nrc",NA
"1165","aturdido","Asombro","nrc",NA
"1166","aturdido","Miedo","nrc",NA
"1167","aturdido","Negativo","nrc",NA
"1168","audacia","Negativo","nrc",NA
"1169","audacia","Positivo","nrc",NA
"1170","audaz","Positivo","nrc",NA
"1171","audición","Miedo","nrc",NA
"1172","audición","Negativo","nrc",NA
"1173","audiencia","Anticipación","nrc",NA
"1174","auditor","Confianza","nrc",NA
"1175","auditor","Miedo","nrc",NA
"1176","aullido","Asombro","nrc",NA
"1177","aullido","Rechazo","nrc",NA
"1178","aullido","Enojo","nrc",NA
"1179","aullido","Miedo","nrc",NA
