"","palabra","sentimiento","lexicon","valor"
"748","anticristo","miedo","nrc",NA
"749","anticristo","negativo","nrc",NA
"750","anticuado","negativo","nrc",NA
"751","antídoto","confianza","nrc",NA
"752","antídoto","positivo","nrc",NA
"753","antídoto","premonición","nrc",NA
"754","antifúngico","confianza","nrc",NA
"755","antifúngico","positivo","nrc",NA
"756","antigüedad","confianza","nrc",NA
"757","antigüedad","positivo","nrc",NA
"758","antiguo","negativo","nrc",NA
"759","antinatural","disgusto","nrc",NA
"760","antinatural","miedo","nrc",NA
"761","antinatural","negativo","nrc",NA
"762","antipatía","disgusto","nrc",NA
"763","antipatía","ira","nrc",NA
"764","antipatía","negativo","nrc",NA
"765","antipático","disgusto","nrc",NA
"766","antipático","ira","nrc",NA
"767","antipático","miedo","nrc",NA
"768","antipático","negativo","nrc",NA
"769","antipático","tristeza","nrc",NA
"770","antiséptico","confianza","nrc",NA
"771","antiséptico","positivo","nrc",NA
"772","antisocial","disgusto","nrc",NA
"773","antisocial","ira","nrc",NA
"774","antisocial","miedo","nrc",NA
"775","antisocial","negativo","nrc",NA
"776","antisocial","tristeza","nrc",NA
"777","antítesis","ira","nrc",NA
"778","antítesis","negativo","nrc",NA
"779","ántrax","disgusto","nrc",NA
"780","ántrax","miedo","nrc",NA
"781","ántrax","negativo","nrc",NA
"782","ántrax","tristeza","nrc",NA
"783","anudado","negativo","nrc",NA
"784","anulación","negativo","nrc",NA
"785","anulación","tristeza","nrc",NA
"786","anulado","disgusto","nrc",NA
"787","anulado","ira","nrc",NA
"788","anulado","miedo","nrc",NA
"789","anulado","negativo","nrc",NA
"790","anulado","tristeza","nrc",NA
"791","anular","asombro","nrc",NA
"792","anular","miedo","nrc",NA
"793","anular","negativo","nrc",NA
"794","anuncio","premonición","nrc",NA
"795","apache","miedo","nrc",NA
"796","apache","negativo","nrc",NA
"797","apaciguar","positivo","nrc",NA
"798","apalancamiento","positivo","nrc",NA
"799","apalear","ira","nrc",NA
"800","apalear","miedo","nrc",NA
"801","apalear","negativo","nrc",NA
"802","aparentemente","negativo","nrc",NA
"803","aparición","asombro","nrc",NA
"804","aparición","miedo","nrc",NA
"805","apasionado","alegría","nrc",NA
"806","apasionado","confianza","nrc",NA
"807","apasionado","positivo","nrc",NA
"808","apasionado","premonición","nrc",NA
"809","apatía","negativo","nrc",NA
"810","apatía","tristeza","nrc",NA
"811","apático","negativo","nrc",NA
"812","apático","tristeza","nrc",NA
"813","apelación","premonición","nrc",NA
"814","apenas","negativo","nrc",NA
"815","apenas","tristeza","nrc",NA
"816","apendicitis","miedo","nrc",NA
"817","apendicitis","negativo","nrc",NA
"818","apendicitis","tristeza","nrc",NA
"819","aplacar","positivo","nrc",NA
"820","aplastado","disgusto","nrc",NA
"821","aplastado","ira","nrc",NA
"822","aplastado","miedo","nrc",NA
"823","aplastado","negativo","nrc",NA
"824","aplastado","tristeza","nrc",NA
"825","aplastante","disgusto","nrc",NA
"826","aplastante","ira","nrc",NA
"827","aplastante","miedo","nrc",NA
"828","aplastante","negativo","nrc",NA
"829","aplastar","disgusto","nrc",NA
"830","aplastar","ira","nrc",NA
"831","aplastar","negativo","nrc",NA
"832","aplaudir","alegría","nrc",NA
"833","aplaudir","confianza","nrc",NA
"834","aplaudir","positivo","nrc",NA
"835","aplaudir","premonición","nrc",NA
"836","aplausos","alegría","nrc",NA
"837","aplausos","asombro","nrc",NA
"838","aplausos","confianza","nrc",NA
"839","aplausos","positivo","nrc",NA
"840","aplazamiento","asombro","nrc",NA
"841","aplazamiento","negativo","nrc",NA
"842","aplazar","negativo","nrc",NA
"843","aplicación","negativo","nrc",NA
"844","aplomo","positivo","nrc",NA
"845","apoderado","confianza","nrc",NA
"846","apogeo","alegría","nrc",NA
"847","apogeo","confianza","nrc",NA
"848","apogeo","positivo","nrc",NA
"849","apogeo","premonición","nrc",NA
"850","apologético","confianza","nrc",NA
"851","apologético","positivo","nrc",NA
"852","apóstol","confianza","nrc",NA
"853","apóstol","positivo","nrc",NA
"854","apostólico","confianza","nrc",NA
"855","apoyado","positivo","nrc",NA
"856","apoyo","confianza","nrc",NA
"857","apoyo","positivo","nrc",NA
"858","apreciación","alegría","nrc",NA
"859","apreciación","confianza","nrc",NA
"860","apreciación","positivo","nrc",NA
"861","apreciar","alegría","nrc",NA
"862","apreciar","asombro","nrc",NA
"863","apreciar","confianza","nrc",NA
"864","apreciar","positivo","nrc",NA
"865","apreciar","premonición","nrc",NA
"866","aprehender","miedo","nrc",NA
"867","aprender","positivo","nrc",NA
"868","aprendiz","confianza","nrc",NA
"869","aprendizaje","positivo","nrc",NA
"870","aprensión","miedo","nrc",NA
"871","aprensión","negativo","nrc",NA
"872","aprensivo","disgusto","nrc",NA
"873","aprensivo","miedo","nrc",NA
"874","aprensivo","negativo","nrc",NA
"875","aprensivo","premonición","nrc",NA
"876","apresador","miedo","nrc",NA
"877","apresador","negativo","nrc",NA
"878","apresurado","negativo","nrc",NA
"879","apresurado","premonición","nrc",NA
"880","apretar","ira","nrc",NA
"881","aprobación","confianza","nrc",NA
"882","aprobación","positivo","nrc",NA
"883","aprobar","alegría","nrc",NA
"884","aprobar","confianza","nrc",NA
"885","aprobar","positivo","nrc",NA
"886","apropiación","negativo","nrc",NA
"887","apropiado","positivo","nrc",NA
"888","aprovechar","miedo","nrc",NA
"889","aprovechar","negativo","nrc",NA
"890","aptitud","positivo","nrc",NA
"891","apto","positivo","nrc",NA
"892","apuesto","positivo","nrc",NA
"893","araña","disgusto","nrc",NA
"894","araña","miedo","nrc",NA
"895","arbitraje","premonición","nrc",NA
"896","árbitro","confianza","nrc",NA
"897","árbitro","positivo","nrc",NA
"898","árbol","alegría","nrc",NA
"899","árbol","asombro","nrc",NA
"900","árbol","confianza","nrc",NA
"901","árbol","disgusto","nrc",NA
"902","árbol","ira","nrc",NA
"903","árbol","positivo","nrc",NA
"904","árbol","premonición","nrc",NA
"905","arcada","negativo","nrc",NA
"906","arcaico","negativo","nrc",NA
"907","archivado","negativo","nrc",NA
"908","ardid","negativo","nrc",NA
"909","ardiente","alegría","nrc",NA
"910","ardiente","positivo","nrc",NA
"911","ardiente","premonición","nrc",NA
"912","ardor","positivo","nrc",NA
"913","arduo","negativo","nrc",NA
"914","arena","confianza","nrc",NA
"915","arena","positivo","nrc",NA
"916","argolla","disgusto","nrc",NA
"917","argolla","ira","nrc",NA
"918","argolla","miedo","nrc",NA
"919","argolla","negativo","nrc",NA
"920","argolla","premonición","nrc",NA
"921","argolla","tristeza","nrc",NA
"922","argumentación","ira","nrc",NA
"923","argumentar","ira","nrc",NA
"924","argumentar","negativo","nrc",NA
"925","argumento","ira","nrc",NA
"926","argumento","negativo","nrc",NA
"927","argumentos","ira","nrc",NA
"928","árido","negativo","nrc",NA
"929","árido","tristeza","nrc",NA
"930","ariete","ira","nrc",NA
"931","ariete","negativo","nrc",NA
"932","ariete","premonición","nrc",NA
"933","aristocracia","positivo","nrc",NA
"934","aristocrático","positivo","nrc",NA
"935","armado","ira","nrc",NA
"936","armado","miedo","nrc",NA
"937","armado","negativo","nrc",NA
"938","armado","positivo","nrc",NA
"939","armadura","confianza","nrc",NA
"940","armadura","miedo","nrc",NA
"941","armadura","positivo","nrc",NA
"942","armamento","ira","nrc",NA
"943","armamento","miedo","nrc",NA
"944","armamento","negativo","nrc",NA
"945","armería","confianza","nrc",NA
"946","armonía","alegría","nrc",NA
"947","armonía","confianza","nrc",NA
"948","armonía","positivo","nrc",NA
"949","armoniosamente","alegría","nrc",NA
"950","armoniosamente","confianza","nrc",NA
"951","armoniosamente","positivo","nrc",NA
"952","aroma","positivo","nrc",NA
"953","arqueología","positivo","nrc",NA
"954","arqueología","premonición","nrc",NA
"955","arquitectura","confianza","nrc",NA
"956","arraigado","confianza","nrc",NA
"957","arraigado","positivo","nrc",NA
"958","arrastrarse","negativo","nrc",NA
"959","arrepentido","negativo","nrc",NA
"960","arrepentido","tristeza","nrc",NA
"961","arrepentimiento","miedo","nrc",NA
"962","arrepentimiento","positivo","nrc",NA
"963","arrepentirse","miedo","nrc",NA
"964","arrepentirse","positivo","nrc",NA
"965","arrestar","negativo","nrc",NA
"966","arriesgado","miedo","nrc",NA
"967","arriesgado","negativo","nrc",NA
"968","arriesgado","premonición","nrc",NA
"969","arrogancia","negativo","nrc",NA
"970","arrogante","disgusto","nrc",NA
"971","arrogante","ira","nrc",NA
"972","arrogante","negativo","nrc",NA
"973","arrojar","disgusto","nrc",NA
"974","arrugado","tristeza","nrc",NA
"975","arruinada","disgusto","nrc",NA
"976","arruinada","negativo","nrc",NA
"977","arruinada","tristeza","nrc",NA
"978","arruinado","disgusto","nrc",NA
"979","arruinado","ira","nrc",NA
"980","arruinado","miedo","nrc",NA
"981","arruinado","negativo","nrc",NA
"982","arruinado","tristeza","nrc",NA
"983","arsénico","disgusto","nrc",NA
"984","arsénico","miedo","nrc",NA
"985","arsénico","negativo","nrc",NA
"986","arsénico","tristeza","nrc",NA
"987","arte","alegría","nrc",NA
"988","arte","asombro","nrc",NA
"989","arte","positivo","nrc",NA
"990","arte","premonición","nrc",NA
"991","arte","tristeza","nrc",NA
"992","artesano","positivo","nrc",NA
"993","articulación","positivo","nrc",NA
"994","articular","positivo","nrc",NA
"995","artillería","miedo","nrc",NA
"996","artillería","negativo","nrc",NA
"997","artista","positivo","nrc",NA
"998","artístico","positivo","nrc",NA
"999","as","positivo","nrc",NA
"1000","asador","disgusto","nrc",NA
"1001","asalto","ira","nrc",NA
"1002","asalto","miedo","nrc",NA
"1003","asalto","negativo","nrc",NA
"1004","asar","ira","nrc",NA
"1005","asar","negativo","nrc",NA
"1006","ascendiente","positivo","nrc",NA
"1007","ascenso","positivo","nrc",NA
"1008","asco","disgusto","nrc",NA
"1009","asco","ira","nrc",NA
"1010","asco","miedo","nrc",NA
"1011","asco","negativo","nrc",NA
"1012","asco","tristeza","nrc",NA
"1013","asegurado","confianza","nrc",NA
"1014","asegurado","positivo","nrc",NA
"1015","asegurar","confianza","nrc",NA
"1016","asegurar","positivo","nrc",NA
"1017","asentimiento","positivo","nrc",NA
"1018","asequible","alegría","nrc",NA
"1019","asequible","positivo","nrc",NA
"1020","asesinar","ira","nrc",NA
"1021","asesinar","miedo","nrc",NA
"1022","asesinar","negativo","nrc",NA
"1023","asesinato","asombro","nrc",NA
"1024","asesinato","disgusto","nrc",NA
"1025","asesinato","ira","nrc",NA
"1026","asesinato","miedo","nrc",NA
"1027","asesinato","negativo","nrc",NA
"1028","asesinato","tristeza","nrc",NA
"1029","asesino","asombro","nrc",NA
"1030","asesino","disgusto","nrc",NA
"1031","asesino","ira","nrc",NA
"1032","asesino","miedo","nrc",NA
"1033","asesino","negativo","nrc",NA
"1034","asesino","tristeza","nrc",NA
"1035","asesor","confianza","nrc",NA
"1036","asesor","positivo","nrc",NA
"1037","asesoramiento","confianza","nrc",NA
"1038","asesorar","confianza","nrc",NA
"1039","asesorar","positivo","nrc",NA
"1040","asfixia","ira","nrc",NA
"1041","asfixia","miedo","nrc",NA
"1042","asfixia","negativo","nrc",NA
"1043","asilo","miedo","nrc",NA
"1044","asilo","negativo","nrc",NA
"1045","asimetría","disgusto","nrc",NA
"1046","asistencia","positivo","nrc",NA
"1047","asistencia","premonición","nrc",NA
"1048","asistente","confianza","nrc",NA
"1049","asistente","positivo","nrc",NA
"1050","asociación","confianza","nrc",NA
"1051","asociación","positivo","nrc",NA
"1052","asociado","confianza","nrc",NA
"1053","asociado","positivo","nrc",NA
"1054","asombrar","asombro","nrc",NA
"1055","asombro","alegría","nrc",NA
"1056","asombro","asombro","nrc",NA
"1057","asombro","positivo","nrc",NA
"1058","asombrosamente","asombro","nrc",NA
"1059","asombrosamente","positivo","nrc",NA
"1060","asombrosamente","premonición","nrc",NA
"1061","asombroso","negativo","nrc",NA
"1062","aspereza","negativo","nrc",NA
"1063","áspid","miedo","nrc",NA
"1064","aspiración","alegría","nrc",NA
"1065","aspiración","asombro","nrc",NA
"1066","aspiración","confianza","nrc",NA
"1067","aspiración","positivo","nrc",NA
"1068","aspiración","premonición","nrc",NA
"1069","aspirar","alegría","nrc",NA
"1070","aspirar","positivo","nrc",NA
"1071","aspirar","premonición","nrc",NA
"1072","asqueroso","disgusto","nrc",NA
"1073","asqueroso","ira","nrc",NA
"1074","asqueroso","miedo","nrc",NA
"1075","asqueroso","negativo","nrc",NA
"1076","astilla","negativo","nrc",NA
"1077","astringente","negativo","nrc",NA
"1078","astrólogo","positivo","nrc",NA
"1079","astrólogo","premonición","nrc",NA
"1080","astronauta","positivo","nrc",NA
"1081","astrónomo","positivo","nrc",NA
"1082","astrónomo","premonición","nrc",NA
"1083","astucia","negativo","nrc",NA
"1084","astucia","positivo","nrc",NA
"1085","astuto","disgusto","nrc",NA
"1086","astuto","ira","nrc",NA
"1087","astuto","miedo","nrc",NA
"1088","astuto","negativo","nrc",NA
"1089","astuto","positivo","nrc",NA
"1090","asustado","asombro","nrc",NA
"1091","asustado","miedo","nrc",NA
"1092","asustado","negativo","nrc",NA
"1093","asustar","asombro","nrc",NA
"1094","asustar","miedo","nrc",NA
"1095","asustar","negativo","nrc",NA
"1096","asustar","tristeza","nrc",NA
"1097","atacar","asombro","nrc",NA
"1098","atacar","disgusto","nrc",NA
"1099","atacar","ira","nrc",NA
"1100","atacar","miedo","nrc",NA
"1101","atacar","negativo","nrc",NA
"1102","atacar","tristeza","nrc",NA
"1103","atadura","negativo","nrc",NA
"1104","ataque","ira","nrc",NA
"1105","ataque","miedo","nrc",NA
"1106","ataque","negativo","nrc",NA
"1107","ataques","ira","nrc",NA
"1108","ataques","negativo","nrc",NA
"1109","ataúd","miedo","nrc",NA
"1110","ataúd","negativo","nrc",NA
"1111","ataúd","tristeza","nrc",NA
"1112","ateísmo","negativo","nrc",NA
"1113","atención","positivo","nrc",NA
"1114","atento","confianza","nrc",NA
"1115","atento","positivo","nrc",NA
"1116","atenuación","negativo","nrc",NA
"1117","atenuación","tristeza","nrc",NA
"1118","atenuada","negativo","nrc",NA
"1119","aterciopelado","positivo","nrc",NA
"1120","aterosclerosis","miedo","nrc",NA
"1121","aterosclerosis","negativo","nrc",NA
"1122","aterosclerosis","tristeza","nrc",NA
"1123","aterrizado","positivo","nrc",NA
"1124","aterrorizar","ira","nrc",NA
"1125","aterrorizar","miedo","nrc",NA
"1126","aterrorizar","negativo","nrc",NA
"1127","aterrorizar","tristeza","nrc",NA
"1128","atestación","confianza","nrc",NA
"1129","atestiguar","confianza","nrc",NA
"1130","atestiguar","positivo","nrc",NA
"1131","atleta","positivo","nrc",NA
"1132","atlético","positivo","nrc",NA
"1133","átomo","positivo","nrc",NA
"1134","atracado","negativo","nrc",NA
"1135","atracción","positivo","nrc",NA
"1136","atractivo","alegría","nrc",NA
"1137","atractivo","asombro","nrc",NA
"1138","atractivo","confianza","nrc",NA
"1139","atractivo","positivo","nrc",NA
"1140","atractivo","premonición","nrc",NA
"1141","atrasado","asombro","nrc",NA
"1142","atrasado","negativo","nrc",NA
"1143","atrasado","premonición","nrc",NA
"1144","atrasado","tristeza","nrc",NA
"1145","atrasos","negativo","nrc",NA
"1146","atreverse","confianza","nrc",NA
"1147","atreverse","premonición","nrc",NA
"1148","atrevido","positivo","nrc",NA
"1149","atrocidad","disgusto","nrc",NA
"1150","atrocidad","ira","nrc",NA
"1151","atrocidad","miedo","nrc",NA
"1152","atrocidad","negativo","nrc",NA
"1153","atrocidad","tristeza","nrc",NA
"1154","atrofia","disgusto","nrc",NA
"1155","atrofia","miedo","nrc",NA
"1156","atrofia","negativo","nrc",NA
"1157","atrofia","tristeza","nrc",NA
"1158","atropello","disgusto","nrc",NA
"1159","atropello","ira","nrc",NA
"1160","atropello","negativo","nrc",NA
"1161","atroz","disgusto","nrc",NA
"1162","atroz","ira","nrc",NA
"1163","atroz","negativo","nrc",NA
"1164","aturdida","negativo","nrc",NA
"1165","aturdido","asombro","nrc",NA
"1166","aturdido","miedo","nrc",NA
"1167","aturdido","negativo","nrc",NA
"1168","audacia","negativo","nrc",NA
"1169","audacia","positivo","nrc",NA
"1170","audaz","positivo","nrc",NA
"1171","audición","miedo","nrc",NA
"1172","audición","negativo","nrc",NA
"1173","audiencia","premonición","nrc",NA
"1174","auditor","confianza","nrc",NA
"1175","auditor","miedo","nrc",NA
"1176","aullido","asombro","nrc",NA
"1177","aullido","disgusto","nrc",NA
"1178","aullido","ira","nrc",NA
"1179","aullido","miedo","nrc",NA
"1180","aullido","negativo","nrc",NA
"1181","aullido","tristeza","nrc",NA
"1182","aumentar","miedo","nrc",NA
"1183","aumentar","negativo","nrc",NA
"1184","aumentar","positivo","nrc",NA
"1185","aura","positivo","nrc",NA
